"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 10 11:29:57 GMT 2021","Mon May 10 11:30:04 GMT 2021","6737","main.tests.suite1","test_mythings","","","","test_basic_duckduckgo_search",""
