"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 10 10:54:29 GMT 2021","Mon May 10 10:54:36 GMT 2021","6750","main.tests.suite1","test_mythings","","","","test_basic_duckduckgo_search",""
