"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 10 11:28:14 GMT 2021","Mon May 10 11:28:20 GMT 2021","6654","main.tests.suite1","test_mythings","","","","test_basic_duckduckgo_search",""
